word,boundaries,gloss,lemma,POS,,,
",",,,,PUNCT,,,
belədden,belədden,,,,,,
etəken-du,,,,,,,
etəken,etəken,старик,etiken,NOUN,,,
du,du,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1549,,,,,,,
"untə etəken arčannən, ɲan ulgimirin:",,,,,,,
Второй дряхлый старик встретил его словами:,,,,,,,
,,,,,,,
untə,untə,другой,,ADJ,,,
etəken,etəken,старик,etiken,NOUN,,,
arčannən,arčannən,,,,,,
",",,,,PUNCT,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
ulgimirin,ulgimirin,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1550,,,,,,,
- qoč aričiwəddəm-gu?!,,,,,,,
— Не мерещишься ли?!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
qoč,qoč,наверное,koč,ADV,,,
aričiwəddəm-gu,,,,,,,
aričiwəddəm,aričiwəddəm,,,,,,
gu,gu,,,,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1551,,,,,,,
"- əšne, əšne!",,,,,,,
"— Нет, нет.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
əšne,ə-š-ne,neg.aux-nfut-3sg,edej,VERB,,,
",",,,,PUNCT,,,
əšne,ə-š-ne,neg.aux-nfut-3sg,edej,VERB,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1552,,,,,,,
in gid-əš mindu bəllən atəldaqu ašal!,,,,,,,
А копьё твое помогло мне выручить бедных женщин.,,,,,,,
,,,,,,,
in,in,ты.obl,i,PRON,,,
gid-əš,,,,,,,
gid,gid,копье,,NOUN,,,
əš,əš,,,,,,
mindu,min-du,я.obl-dat,bi,PRON,,,
bəllən,bəl-lə-n,помогать-pst-3sg,бэлдэй,VERB,,,
atəldaqu,atəldaqu,,,,,,
ašal,aša-l,женщина-pl,asa,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1553,,,,,,,
- čaš galə mendəi!,,,,,,,
— Вот и возьми его себе в подарок.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
čaš,čaš,ну,čas,PART,,,
galə,ga-lə,брать-imp,gadaj,VERB,,,
mendəi,mendəi,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1554,,,,,,,
ɲamnišnən noŋən ďutkii.,,,,,,,
Доскакал он до дому.,,,,,,,
,,,,,,,
ɲamnišnən,ɲamni-šnə-⊘-n,мчаться-mom-nfut-3sg,,VERB,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
ďutkii,ďu-tki-i,дом-dir-poss.refl.sg,ďu,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1555,,,,,,,
arčanətən etəkel noŋman.,,,,,,,
Вышли навстречу старики.,,,,,,,
,,,,,,,
arčanətən,arčanə-tən,встреча-poss.3pl,arčan,NOUN,,,
etəkel,etəke-l,старик-pl,etiken,NOUN,,,
noŋman,noŋ-ma-n,он-acc-poss.3sg,noŋan,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1556,,,,,,,
"itte, bələŋotən ai bej odən.",,,,,,,
"Видят, что их сын стал обыкновенным человеком.",,,,,,,
,,,,,,,
itte,it-te-⊘,видеть-nfut-3pl,ittej,VERB,,,
",",,,,PUNCT,,,
bələŋotən,bələŋotən,,,,,,
ai,ai,хороший,aj,ADJ,,,
bej,bej,человек,bej,NOUN,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1557,,,,,,,
teləŋəďillən čelewen.,,,,,,,
Рассказал он обо всём.,,,,,,,
,,,,,,,
teləŋəďillən,teləŋəďillən,,,,,,
čelewen,čele-we-n,все-acc-poss.3sg,čeled'ur,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1558,,,,,,,
"ukleməllən, terulei nedən gidə.",,,,,,,
"Затем, укладываясь спать, положил подарок-копьё под голову.",,,,,,,
,,,,,,,
ukleməllən,ukleməllən,,,,,,
",",,,,PUNCT,,,
terulei,terulei,,,,,,
nedən,nedən,семь,nadan,NUM,,,
gidə,gidə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1559,,,,,,,
"baďiraldə m'allən, ančindulan nod ašatqan ɲuritəi idədən.",,,,,,,
"Утром просыпается, а у ног его красавица волосы расчёсывает.",,,,,,,
,,,,,,,
baďiraldə,baďira-l-də,ранний-pl-dat,badir,ADJ,,,
m'allən,m'allən,,,,,,
",",,,,PUNCT,,,
ančindulan,ančin-dula-n,около-loc-poss.3sg,ančin,ADP,,,
nod,nod,красивый,,ADJ,,,
ašatqan,ašatqan,девушка,asatkan,NOUN,,,
ɲuritəi,ɲuritəi,,,,,,
idədən,idədən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1560,,,,,,,
"menken utalbannə, ekič turkuďinnə-de kojettə, tariďit jašələš baləqat oďin.",,,,,,,
"И светлая такая, что сразу ослепнешь, толком не разглядев.",,,,,,,
,,,,,,,
menken,men-ken,refl-dim,menken,ADV,,,
utalbannə,utalbannə,,,,,,
",",,,,PUNCT,,,
ekič,ekič,невозможно,ekič,ADV,,,
turkuďinnə-de,,,,,,,
turkuďinnə,turkuďinnə,,,,,,
de,de,,,,,,
kojettə,koje-t-tə-⊘,смотреть-prog-nfut-3pl,kojedej,VERB,,,
",",,,,PUNCT,,,
tariďit,tariďi=t,таким.образом=foc,tarid'i,ADV,,,
jašələš,jašələš,,,,,,
baləqat,baləqat,,,,,,
oďin,o-ďi-n,стать-fut-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1561,,,,,,,
"erek bišin etəken unaďi, noŋman-da Čiriŋe ďormirin.",,,,,,,
"Старик же недаром подарил копьё своей дочери, украденной Чирины.",,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
etəken,etəken,старик,etiken,NOUN,,,
unaďi,unaďi,девушка,,NOUN,,,
",",,,,PUNCT,,,
noŋman-da,,,,,,,
noŋman,noŋ-ma-n,он-acc-poss.3sg,noŋan,PRON,,,
da,da,,,,,,
Čiriŋe,Čiriŋe,Чирины,Čiriŋi,PROPN,,,
ďormirin,ďormi-ri-n,красть-pst-3sg,d'ormidaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1562,,,,,,,
ɲojake g'an odən.,,,,,,,
И стала она женой богатыря Неякалана.,,,,,,,
,,,,,,,
ɲojake,ɲojake,Неякалан,Ɲojeke,PROPN,,,
g'an,g'an,,,,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1563,,,,,,,
"išečin koječiddə, ŋiwučiši nulgəddən.",,,,,,,
"А вечером смотрят, кто-то кочует.",,,,,,,
,,,,,,,
išečin,išečin,,,,,,
koječiddə,koječiddə,,,,,,
",",,,,PUNCT,,,
ŋiwučiši,ŋi=wuči=ši,кто=indef=emph,ŋi,NOUN,,,
nulgəddən,nulgə-d-də-n,кочевать-prog-pst-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1564,,,,,,,
aŋnəl orəl nipkuritən teγen.,,,,,,,
Табун чёрных оленей весь горизонт закрыл.,,,,,,,
,,,,,,,
aŋnəl,aŋnəl,,,,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
nipkuritən,nipku-ri-tən,приносить.течением-pst-3pl,,VERB,,,
teγen,teγen,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1565,,,,,,,
"kuščiddən noŋmətun učiqla baduri, tetutnəken čobaqaləč.",,,,,,,
"И погоняет их верховой на олене, одетый в чёрную чобаку-куртку меховую.",,,,,,,
,,,,,,,
kuščiddən,kušči-d-də-n,пасти-prog-pst-3sg,kɵsčidej,VERB,,,
noŋmətun,noŋmətun,,,,,,
učiqla,učiq-la,верховой.олень-loc,,NOUN,,,
baduri,baduri,,,,,,
",",,,,PUNCT,,,
tetutnəken,tetutnəken,,,,,,
čobaqaləč,čobaqaləč,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1566,,,,,,,
ďuldelen aši buddən uči qəlbəw.,,,,,,,
За ним женщина верхом.,,,,,,,
,,,,,,,
ďuldelen,ďulde-le-n,перед-loc-poss.3sg,d'ulde,ADP,,,
aši,aši,женщина,asi,NOUN,,,
buddən,buddən,,,,,,
uči,uči,,,,,,
qəlbəw,qəlbəw,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1567,,,,,,,
noŋən gərbən Muŋəra.,,,,,,,
Звали его Мугныра.,,,,,,,
,,,,,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
gərbən,gərbə-n,имя-poss.3sg,,NOUN,,,
Muŋəra,Muŋəra,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1568,,,,,,,
erek bišitən eniltən ɲojake atəqannə.,,,,,,,
Это были родители жены Неякалана.,,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
bišitən,bišitən,,,,,,
eniltən,eniltən,,,,,,
ɲojake,ɲojake,Неякалан,Ɲojeke,PROPN,,,
atəqannə,atəqan-nə,старуха-poss.3sg,atikan,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1569,,,,,,,
"- amnəq nulgəďin Gullere, in aγdəγləš, - gunətən noŋərtəl.",,,,,,,
"— Скоро подкочует и Гуллэра с твоей сестрой, — сообщили они.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
amnəq,amnəq,скоро,amnak,ADV,,,
nulgəďin,nulgəďin,,,,,,
Gullere,Gullere,Гуллере,,PROPN,,,
",",,,,PUNCT,,,
in,in,ты.obl,i,PRON,,,
aγdəγləš,aγdəγləš,,,,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
gunətən,gu-nə-tən,сказать-pst-3pl,gɵndej,VERB,,,
noŋərtəl,noŋə-r-tə-l,он-pl-poss.3pl-pl,noŋan,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1570,,,,,,,
"ɲan-da teγele nipkuritən orəl, umekič Oje, čeleďur orəl ɲobatətqan.",,,,,,,
"И опять горизонт закрылся, показались олени без конца и все только белой масти.",,,,,,,
,,,,,,,
ɲan-da,,и=add,ɲan,CCONJ,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
da,da,,,,,,
teγele,teγe-le,даль-loc,tege,NOUN,,,
nipkuritən,nipku-ri-tən,приносить.течением-pst-3pl,,VERB,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
",",,,,PUNCT,,,
umekič,umekič,очень,,ADV,,,
Oje,Oje,Ое,Oje,PROPN,,,
",",,,,PUNCT,,,
čeleďur,čele-ďur,все-ins.poss.refl.pl,čeled'ur,ADJ,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
ɲobatətqan,ɲobatətqan,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1571,,,,,,,
aγdə etəken noseγčen Gullere odən.,,,,,,,
А древний старик стал молодым парнем Гуллэрой.,,,,,,,
,,,,,,,
aγdə,aγdə,старший.брат,agdi,NOUN,,,
etəken,etəken,старик,etiken,NOUN,,,
noseγčen,noseγčen,,,,,,
Gullere,Gullere,Гуллере,,PROPN,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1572,,,,,,,
čeleďur oqəŋčinəqan čaqabutətən.,,,,,,,
"Собрались, радуются.",,,,,,,
,,,,,,,
čeleďur,čele-ďur,все-ins.poss.refl.pl,čeled'ur,ADJ,,,
oqəŋčinəqan,oqəŋči-nəqan,радоваться-sim.sg,okencidej,VERB,,,
čaqabutətən,čaqabutətən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1573,,,,,,,
ɲan biďillətən.,,,,,,,
Стали вместе жить.,,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
biďillətən,bi-ďi-l-lə-tən,быть-prog-inch-pst-3pl,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1574,,,,,,,
"temi noŋərdulatən orəl g'aki odətən - ɲobatə, budəŋal, inŋaɲa, aŋnəl-da.",,,,,,,
"С тех пор и олени у людей разномастные, — белые, пёстрые, жёлтые, ну и, конечно, чёрные.",,,,,,,
,,,,,,,
temi,temi,поэтому,temi,ADV,,,
noŋərdulatən,noŋərdulatən,,,,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
g'aki,g'aki,,,,,,
odətən,o-də-tən,стать-purp-poss.3pl,odaj,VERB,,,
-,,,,PUNCT,,,
ɲobatə,ɲobatə,белый,,ADJ,,,
",",,,,PUNCT,,,
budəŋal,budəŋal,,,,,,
",",,,,PUNCT,,,
inŋaɲa,inŋaɲa,,,,,,
",",,,,PUNCT,,,
aŋnəl-da,,,,,,,
aŋnəl,aŋnəl,,,,,,
da,da,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1575,,,,,,,
tək terenu.,,,,,,,
Как и сейчас.,,,,,,,
,,,,,,,
tək,tək,сейчас,t'ek,ADV,,,
terenu,terenu,всё.ещё,terenu,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1576,,,,,,,
ɲan tarročin nimqan bišin.,,,,,,,
Вот так в сказке и было.,,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
tarročin,tarročin,такой,tarročin,ADJ,,,
nimqan,nimqan,,,,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1577,,,,,,,
erek u adašin.,,,,,,,
Чтобы вам знать.,,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
u,u,вы,u,PRON,,,
adašin,adašin,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1578,,,,,,,
*****,глоссированная форма,,,POS,,,
*****,глоссированная форма,,,POS,,,
,,,,,,,
*****,глоссированная форма,,,POS,,,
,,,,,,,
,,,,,,,
1579,,,,,,,
15.. elgun,,,,,,,
15.. Караван,,,,,,,
,,,,,,,
15..,15..,,,,,,
elgun,elgun,упряжь,elgun,NOUN,,,
,,,,,,,
,,,,,,,
1580,,,,,,,
tətel ďukərkeker biddətən.,,,,,,,
На земле где-то жили двое.,,,,,,,
,,,,,,,
tətel,tətel,прежде,,ADV,,,
ďukərkeker,ďukərkeker,,,,,,
biddətən,bi-d-də-tən,быть-prog-pst-3pl,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1581,,,,,,,
ŋi-de ačča bišin noŋəndulatən.,,,,,,,
"И не было у них никого, даже детей.",,,,,,,
,,,,,,,
ŋi-de,,кто=add,ŋi,NOUN,,,
ŋi,ŋi,кто,ŋi,NOUN,,,
de,de,,,,,,
ačča,ačča,neg.pred,ečče,PART,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
noŋəndulatən,noŋəndulatən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1582,,,,,,,
omneken neγni-le noŋərtən nulgəddətən teγeški.,,,,,,,
Как-то по весне они укочевали в дальние края.,,,,,,,
,,,,,,,
omneken,omneken,однажды,ɵmneken,ADV,,,
neγni-le,,,,,,,
neγni,neγni,,,,,,
le,le,,,,,,
noŋərtən,noŋə-r-tən,он-pl-poss.3pl,noŋan,PRON,,,
nulgəddətən,nulgəddətən,,,,,,
teγeški,teγeški,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1583,,,,,,,
"unŋin bujušiďottən, emuwettən jaŋgaida.",,,,,,,
"И на этот раз хозяин, как обычно, уж если отправлялся на охоту, то не возвращался без добычи.",,,,,,,
,,,,,,,
unŋin,unŋi-n,хозяин-poss.3sg,,NOUN,,,
bujušiďottən,bujušiďottən,,,,,,
",",,,,PUNCT,,,
emuwettən,emu-wet-tə-n,принести-freq-pst-3sg,emuwettej,VERB,,,
jaŋgaida,jaŋgaida,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1584,,,,,,,
"učiqəl-nəda muŋgerelen irruďottə qobalan ulləwen, boŋgačan-da ulləwen.",,,,,,,
"Вьючные олени привычно тащили увесистые сумы с мясом медведя ли, барана ли.",,,,,,,
,,,,,,,
učiqəl-nəda,,,,,,,
učiqəl,učiqəl,,,,,,
nəda,nəda,,,,,,
muŋgerelen,muŋgerelen,,,,,,
irruďottə,irruďottə,,,,,,
qobalan,qobalan,,,,,,
ulləwen,ullə-we-n,мясо-acc-poss.3sg,ulle,NOUN,,,
",",,,,PUNCT,,,
boŋgačan-da,,,,,,,
boŋgačan,boŋgačan,,,,,,
da,da,,,,,,
ulləwen,ullə-we-n,мясо-acc-poss.3sg,ulle,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1585,,,,,,,
"noŋəndula bišin učiqən Ondat, ŋačiwəmŋə bujum, noŋən emuďottən alačiwmi unŋi-du.",,,,,,,
"А ещё он имел Ондата, натасканного приманивать диких оленей и при- водить их к ожидавшему наготове охотнику.",,,,,,,
,,,,,,,
noŋəndula,noŋəndula,,,,,,
bišin,bi-ši-n,быть-pst-3sg,bidej,VERB,,,
učiqən,učiqən,,,,,,
Ondat,Ondat,Ондат,Odat,PROPN,,,
",",,,,PUNCT,,,
ŋačiwəmŋə,ŋačiwəmŋə,,,,,,
bujum,buju-m,дикий.олень-acc,буюн,NOUN,,,
",",,,,PUNCT,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
emuďottən,emuďottən,,,,,,
alačiwmi,alačiwmi,,,,,,
unŋi-du,,,,,,,
unŋi,unŋi,,,,,,
du,du,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1586,,,,,,,
temi-de noŋəndulan Oje ďiblə owatən.,,,,,,,
Тут-то они и становились его поживой.,,,,,,,
,,,,,,,
temi-de,,,,,,,
temi,temi,поэтому,temi,ADV,,,
de,de,,,,,,
noŋəndulan,noŋən-dula-n,он-loc-poss.3sg,noŋan,PRON,,,
Oje,Oje,Ое,Oje,PROPN,,,
ďiblə,ďiblə,,,,,,
owatən,owatən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1587,,,,,,,
g'a-nda dawrin noŋəntəkin.,,,,,,,
И хозяйка была под стать мужу.,,,,,,,
,,,,,,,
g'a-nda,,,,,,,
g'a,g'a,,,,,,
nda,nda,,,,,,
dawrin,dawrin,,,,,,
noŋəntəkin,noŋən-təki-n,он-dir-poss.3sg,noŋan,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1588,,,,,,,
"amnəq ulləw iγottən, olgiwattən, ebgičiďottən.",,,,,,,
"Успевала мясо разделать, навялить или же накоптить.",,,,,,,
,,,,,,,
amnəq,amnəq,скоро,amnak,ADV,,,
ulləw,ullə-w,мясо-acc,ulle,NOUN,,,
iγottən,iγottən,,,,,,
",",,,,PUNCT,,,
olgiwattən,olgiwattən,,,,,,
",",,,,PUNCT,,,
ebgičiďottən,ebgičiďottən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1589,,,,,,,
"čelewen, jaw-qə emun, ajdawattən.",,,,,,,
"Всё добытое шло на пользу, на житьё.",,,,,,,
,,,,,,,
čelewen,čele-we-n,все-acc-poss.3sg,čeled'ur,ADJ,,,
",",,,,PUNCT,,,
jaw-qə,,,,,,,
jaw,ja-w,что-acc,jak,NOUN,,,
qə,qə,,,,,,
emun,emun,,,,,,
",",,,,PUNCT,,,
ajdawattən,ajdawattən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1590,,,,,,,
əšnə jaw-da ulewettə.,,,,,,,
Ничего не оставалось валяться без толку.,,,,,,,
,,,,,,,
əšnə,ə-š-nə,neg.aux-nfut-3sg,edej,VERB,,,
jaw-da,,что-acc=add,jak,NOUN,,,
jaw,ja-w,что-acc,jak,NOUN,,,
da,da,,,,,,
ulewettə,ulewettə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1591,,,,,,,
ilbətəŋən utaləddən əššiduk onmajčawan.,,,,,,,
Юрта у неё аж блестела кожей выделанных шкур.,,,,,,,
,,,,,,,
ilbətəŋən,ilbətəŋən,,,,,,
utaləddən,utalə-d-də-n,сверкать-prog-pst-3sg,,VERB,,,
əššiduk,əššiduk,,,,,,
onmajčawan,onmajčawan,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1592,,,,,,,
"jaw-da aŋanottən, girčai ilčaďottən nodəč erečew, umekič nod.",,,,,,,
"И разной утвари успевала шить, из лоскутков мастерила красивые узоры, что любо-дорого было глядеть.",,,,,,,
,,,,,,,
jaw-da,,что-acc=add,jak,NOUN,,,
jaw,ja-w,что-acc,jak,NOUN,,,
da,da,,,,,,
aŋanottən,aŋanottən,,,,,,
",",,,,PUNCT,,,
girčai,girčai,,,,,,
ilčaďottən,ilčaďottən,,,,,,
nodəč,nodəč,,,,,,
erečew,erečew,,,,,,
",",,,,PUNCT,,,
umekič,umekič,очень,,ADV,,,
nod,nod,красивый,,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1593,,,,,,,
"g'ei-da tetuwettən anŋəmtəw iššəč, irəptə taraq išnə ičuwettə orəl belgiletən.",,,,,,,
"А уж хозяина одевала во всё новое, меховое, что тот среди оленей становился неприметным.",,,,,,,
,,,,,,,
g'ei-da,,,,,,,
g'ei,g'ei,,,,,,
da,da,,,,,,
tetuwettən,tetuwettən,,,,,,
anŋəmtəw,anŋəmtəw,,,,,,
iššəč,iššəč,,,,,,
",",,,,PUNCT,,,
irəptə,irəptə,,,,,,
taraq,taraq,dem.dist,tarak,ADV,,,
išnə,i-š-nə,звучать-nfut-3sg,,VERB,,,
ičuwettə,ičuwettə,,,,,,
orəl,orə-l,олень-pl,oran,NOUN,,,
belgiletən,belgiletən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1594,,,,,,,
ai aši odən etəkendə.,,,,,,,
Незаменимой была парой удачливому мужику.,,,,,,,
,,,,,,,
ai,ai,хороший,aj,ADJ,,,
aši,aši,женщина,asi,NOUN,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
etəkendə,etəkendə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1595,,,,,,,
omneken bujumŋən beriptən.,,,,,,,
Но вот однажды добытчик пропал.,,,,,,,
,,,,,,,
omneken,omneken,однажды,ɵmneken,ADV,,,
bujumŋən,bujumŋən,,,,,,
beriptən,beri-p-tə-n,потерять-med-pst-3sg,бэридэй,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1596,,,,,,,
"išeləďillən, dolbən-da manurin, g'an terenu ačča.",,,,,,,
"Завечерело, ночь прошла, и назавтра нет мужа.",,,,,,,
,,,,,,,
išeləďillən,išeləďillən,,,,,,
",",,,,PUNCT,,,
dolbən-da,,,,,,,
dolbən,dolbən,,,,,,
da,da,,,,,,
manurin,man-u-ri-n,кончить-ad-pst-3sg,manudaj,VERB,,,
",",,,,PUNCT,,,
g'an,g'an,,,,,,
terenu,terenu,всё.ещё,terenu,ADV,,,
ačča,ačča,neg.pred,ečče,PART,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1597,,,,,,,
mergənnə keɲələ odnə.,,,,,,,
Хозяйке что-то не по себе стало.,,,,,,,
,,,,,,,
mergənnə,mergənnə,,,,,,
keɲələ,keɲələ,плохой,,ADJ,,,
odnə,o-d-nə,стать-nfut-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1598,,,,,,,
- ile-nen beriptən? - aŋiŋčillən.,,,,,,,
— Куда он исчез? — тревожится.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ile-nen,,dem.q-loc=emph,irek,PRON,,,
ile,i-le,dem.q-loc,irek,PRON,,,
nen,nen,,,,,,
beriptən,beri-p-tə-n,потерять-med-pst-3sg,бэридэй,VERB,,,
?,,,,PUNCT,,,
-,,,,PUNCT,,,
aŋiŋčillən,aŋiŋčillən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1599,,,,,,,
"- tabəč, oq awəŋčiddə-ďi, erəγər eməďottən.",,,,,,,
"— Если и задерживался, то на другой день возвращался.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tabəč,tabəč,а.это,tabač,ADV,,,
",",,,,PUNCT,,,
oq,oq,когда,ok,ADV,,,
awəŋčiddə-ďi,,,,,,,
awəŋčiddə,awəŋčiddə,,,,,,
ďi,ďi,,,,,,
",",,,,PUNCT,,,
erəγər,erəγər,,,,,,
eməďottən,eməďottən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1600,,,,,,,
ďur-de inəŋ odnə - noŋən ačča.,,,,,,,
И на второй день его нет.,,,,,,,
,,,,,,,
ďur-de,,,,,,,
ďur,ďur,два,д'ɵр,NUM,,,
de,de,,,,,,
inəŋ,inəŋ,день,,NOUN,,,
odnə,o-d-nə,стать-nfut-3sg,odaj,VERB,,,
-,,,,PUNCT,,,
noŋən,noŋə-n,он-poss.3sg,noŋan,PRON,,,
ačča,ačča,neg.pred,ečče,PART,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1601,,,,,,,
iləndula inəŋən atəqannə gelnerin awəškiwuč orčen-mi etəkemi.,,,,,,,
А на третий жена отправилась на поиски неизвестно куда девшегося мужа.,,,,,,,
,,,,,,,
iləndula,iləndula,,,,,,
inəŋən,inəŋən,,,,,,
atəqannə,atəqan-nə,старуха-poss.3sg,atikan,NOUN,,,
gelnerin,gel-ne-ri-n,искать-mcp-pst-3sg,gelnedej,VERB,,,
awəškiwuč,awəški=wuč,куда=indef,awaski,ADV,,,
orčen-mi,,,,,,,
orčen,orčen,,,,,,
mi,mi,,,,,,
etəkemi,etəkemi,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1602,,,,,,,
"ŋənəddən aši, mergetnəken keɲələč.",,,,,,,
"Идёт аси, сама не своя от тяжких дум.",,,,,,,
,,,,,,,
ŋənəddən,ŋənəddən,,,,,,
aši,aši,женщина,asi,NOUN,,,
",",,,,PUNCT,,,
mergetnəken,mergetnəken,,,,,,
keɲələč,keɲələ-č,плохой-ins,,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1603,,,,,,,
"ɲan omŋərin mergetmi, ittəďiw noŋ ən orəlban ďu ančindulan, keɲələč ɲəpkučiwmi qomɲaqaqan iššiďi.",,,,,,,
"Но она забыла про печаль о муже, когда увидела его оленей возле громоздкой юрты, кое-как накрытой сморщенными шкурами.",,,,,,,
,,,,,,,
ɲan,ɲan,и,ɲan,CCONJ,,,
omŋərin,omŋərin,,,,,,
mergetmi,mergetmi,,,,,,
",",,,,PUNCT,,,
ittəďiw,ittəďiw,,,,,,
noŋ,noŋ,,,,,,
ən,ən,,,,,,
orəlban,orəlban,,,,,,
ďu,ďu,дом,d'u,NOUN,,,
ančindulan,ančin-dula-n,около-loc-poss.3sg,ančin,ADP,,,
",",,,,PUNCT,,,
keɲələč,keɲələ-č,плохой-ins,,ADJ,,,
ɲəpkučiwmi,ɲəpkučiwmi,,,,,,
qomɲaqaqan,qomɲaqaqan,,,,,,
iššiďi,iššiďi,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
1604,,,,,,,
